"concurso","data","ordem","bola"
896,2007-08-25,4,35
896,2007-08-25,5,22
896,2007-08-25,6,5
897,2007-08-29,1,21
897,2007-08-29,2,57
897,2007-08-29,3,46
897,2007-08-29,4,22
897,2007-08-29,5,7
897,2007-08-29,6,43
898,2007-09-01,1,4
898,2007-09-01,2,8
898,2007-09-01,3,3
898,2007-09-01,4,54
898,2007-09-01,5,45
898,2007-09-01,6,30
899,2007-09-05,1,58
899,2007-09-05,2,18
899,2007-09-05,3,54
899,2007-09-05,4,36
899,2007-09-05,5,53
899,2007-09-05,6,20
900,2007-09-08,1,4
900,2007-09-08,2,21
900,2007-09-08,3,59
900,2007-09-08,4,18
900,2007-09-08,5,38
900,2007-09-08,6,34
901,2007-09-12,1,32
901,2007-09-12,2,34
901,2007-09-12,3,16
901,2007-09-12,4,13
901,2007-09-12,5,56
901,2007-09-12,6,33
902,2007-09-15,1,52
902,2007-09-15,2,55
902,2007-09-15,3,23
902,2007-09-15,4,50
902,2007-09-15,5,58
902,2007-09-15,6,18
903,2007-09-19,1,17
903,2007-09-19,2,5
903,2007-09-19,3,32
903,2007-09-19,4,55
903,2007-09-19,5,20
903,2007-09-19,6,41
904,2007-09-22,1,32
904,2007-09-22,2,44
904,2007-09-22,3,59
904,2007-09-22,4,53
904,2007-09-22,5,48
904,2007-09-22,6,51
905,2007-09-26,1,4
905,2007-09-26,2,15
905,2007-09-26,3,57
905,2007-09-26,4,55
905,2007-09-26,5,2
905,2007-09-26,6,16
906,2007-09-29,1,35
906,2007-09-29,2,39
906,2007-09-29,3,29
906,2007-09-29,4,24
906,2007-09-29,5,7
906,2007-09-29,6,14
907,2007-10-03,1,9
907,2007-10-03,2,41
907,2007-10-03,3,53
907,2007-10-03,4,37
907,2007-10-03,5,36
907,2007-10-03,6,51
908,2007-10-06,1,19
908,2007-10-06,2,1
908,2007-10-06,3,9
908,2007-10-06,4,25
908,2007-10-06,5,50
908,2007-10-06,6,52
909,2007-10-10,1,42
909,2007-10-10,2,17
909,2007-10-10,3,26
909,2007-10-10,4,38
909,2007-10-10,5,28
909,2007-10-10,6,22
910,2007-10-13,1,53
910,2007-10-13,2,29
910,2007-10-13,3,36
910,2007-10-13,4,3
910,2007-10-13,5,15
910,2007-10-13,6,27
911,2007-10-17,1,49
911,2007-10-17,2,46
911,2007-10-17,3,1
911,2007-10-17,4,29
911,2007-10-17,5,6
911,2007-10-17,6,28
912,2007-10-20,1,26
912,2007-10-20,2,21
912,2007-10-20,3,54
912,2007-10-20,4,4
912,2007-10-20,5,19
912,2007-10-20,6,29
913,2007-10-24,1,30
913,2007-10-24,2,14
913,2007-10-24,3,59
913,2007-10-24,4,36
913,2007-10-24,5,46
913,2007-10-24,6,38
914,2007-10-27,1,33
914,2007-10-27,2,51
914,2007-10-27,3,9
914,2007-10-27,4,23
914,2007-10-27,5,45
914,2007-10-27,6,12
915,2007-10-31,1,20
915,2007-10-31,2,28
915,2007-10-31,3,49
915,2007-10-31,4,26
915,2007-10-31,5,17
915,2007-10-31,6,48
916,2007-11-03,1,33
916,2007-11-03,2,37
916,2007-11-03,3,5
916,2007-11-03,4,38
916,2007-11-03,5,28
916,2007-11-03,6,36
917,2007-11-07,1,23
917,2007-11-07,2,59
917,2007-11-07,3,25
917,2007-11-07,4,47
917,2007-11-07,5,46
917,2007-11-07,6,30
918,2007-11-10,1,38
918,2007-11-10,2,44
918,2007-11-10,3,8
918,2007-11-10,4,4
918,2007-11-10,5,12
918,2007-11-10,6,52
919,2007-11-14,1,43
919,2007-11-14,2,25
919,2007-11-14,3,41
919,2007-11-14,4,60
919,2007-11-14,5,31
919,2007-11-14,6,3
920,2007-11-17,1,17
920,2007-11-17,2,57
920,2007-11-17,3,55
920,2007-11-17,4,24
920,2007-11-17,5,52
920,2007-11-17,6,5
921,2007-11-21,1,35
921,2007-11-21,2,41
921,2007-11-21,3,1
921,2007-11-21,4,57
921,2007-11-21,5,9
921,2007-11-21,6,48
922,2007-11-24,1,41
922,2007-11-24,2,49
922,2007-11-24,3,45
922,2007-11-24,4,19
922,2007-11-24,5,13
922,2007-11-24,6,12
923,2007-11-28,1,53
923,2007-11-28,2,39
923,2007-11-28,3,2
923,2007-11-28,4,50
923,2007-11-28,5,57
923,2007-11-28,6,15
924,2007-12-01,1,51
924,2007-12-01,2,27
924,2007-12-01,3,60
924,2007-12-01,4,21
924,2007-12-01,5,20
924,2007-12-01,6,2
925,2007-12-05,1,52
925,2007-12-05,2,37
925,2007-12-05,3,46
925,2007-12-05,4,8
925,2007-12-05,5,22
925,2007-12-05,6,36
926,2007-12-08,1,40
926,2007-12-08,2,41
926,2007-12-08,3,34
926,2007-12-08,4,33
926,2007-12-08,5,21
926,2007-12-08,6,59
927,2007-12-12,1,36
927,2007-12-12,2,26
927,2007-12-12,3,31
927,2007-12-12,4,23
927,2007-12-12,5,19
927,2007-12-12,6,33
928,2007-12-15,1,32
928,2007-12-15,2,10
928,2007-12-15,3,49
928,2007-12-15,4,60
928,2007-12-15,5,4
928,2007-12-15,6,33
929,2007-12-19,1,16
929,2007-12-19,2,49
929,2007-12-19,3,35
929,2007-12-19,4,39
929,2007-12-19,5,57
929,2007-12-19,6,27
930,2007-12-22,1,46
930,2007-12-22,2,20
930,2007-12-22,3,55
930,2007-12-22,4,37
930,2007-12-22,5,28
930,2007-12-22,6,49
931,2007-12-31,1,17
931,2007-12-31,2,34
931,2007-12-31,3,7
931,2007-12-31,4,36
931,2007-12-31,5,39
931,2007-12-31,6,19
932,2008-01-05,1,2
932,2008-01-05,2,21
932,2008-01-05,3,42
932,2008-01-05,4,53
932,2008-01-05,5,36
932,2008-01-05,6,17
933,2008-01-09,1,25
933,2008-01-09,2,39
933,2008-01-09,3,45
933,2008-01-09,4,51
933,2008-01-09,5,8
933,2008-01-09,6,14
934,2008-01-12,1,25
934,2008-01-12,2,48
934,2008-01-12,3,44
934,2008-01-12,4,3
934,2008-01-12,5,21
934,2008-01-12,6,1
935,2008-01-16,1,7
935,2008-01-16,2,45
935,2008-01-16,3,18
935,2008-01-16,4,13
935,2008-01-16,5,29
935,2008-01-16,6,31
936,2008-01-19,1,5
936,2008-01-19,2,33
936,2008-01-19,3,14
936,2008-01-19,4,29
936,2008-01-19,5,44
936,2008-01-19,6,22
937,2008-01-23,1,22
937,2008-01-23,2,41
937,2008-01-23,3,2
937,2008-01-23,4,30
937,2008-01-23,5,21
937,2008-01-23,6,52
938,2008-01-26,1,35
938,2008-01-26,2,15
938,2008-01-26,3,27
938,2008-01-26,4,57
938,2008-01-26,5,50
938,2008-01-26,6,59
939,2008-01-30,1,6
939,2008-01-30,2,23
939,2008-01-30,3,19
939,2008-01-30,4,50
939,2008-01-30,5,37
939,2008-01-30,6,49
940,2008-02-02,1,25
940,2008-02-02,2,33
940,2008-02-02,3,51
940,2008-02-02,4,31
940,2008-02-02,5,5
940,2008-02-02,6,37
941,2008-02-06,1,11
941,2008-02-06,2,15
941,2008-02-06,3,10
941,2008-02-06,4,27
941,2008-02-06,5,60
941,2008-02-06,6,53
942,2008-02-09,1,5
942,2008-02-09,2,52
942,2008-02-09,3,18
942,2008-02-09,4,8
942,2008-02-09,5,59
942,2008-02-09,6,42
943,2008-02-13,1,47
943,2008-02-13,2,41
943,2008-02-13,3,58
943,2008-02-13,4,3
943,2008-02-13,5,23
943,2008-02-13,6,12
944,2008-02-16,1,16
944,2008-02-16,2,58
944,2008-02-16,3,43
944,2008-02-16,4,37
944,2008-02-16,5,52
944,2008-02-16,6,59
945,2008-02-20,1,44
945,2008-02-20,2,8
945,2008-02-20,3,59
945,2008-02-20,4,54
945,2008-02-20,5,4
945,2008-02-20,6,27
946,2008-02-23,1,59
946,2008-02-23,2,1
946,2008-02-23,3,47
946,2008-02-23,4,5
946,2008-02-23,5,52
946,2008-02-23,6,12
947,2008-02-27,1,33
947,2008-02-27,2,11
947,2008-02-27,3,3
947,2008-02-27,4,58
947,2008-02-27,5,14
947,2008-02-27,6,5
948,2008-03-01,1,22
948,2008-03-01,2,44
948,2008-03-01,3,41
948,2008-03-01,4,46
948,2008-03-01,5,52
948,2008-03-01,6,54
949,2008-03-05,1,44
949,2008-03-05,2,1
949,2008-03-05,3,51
949,2008-03-05,4,52
949,2008-03-05,5,41
949,2008-03-05,6,23
950,2008-03-08,1,48
950,2008-03-08,2,59
950,2008-03-08,3,49
950,2008-03-08,4,41
950,2008-03-08,5,42
950,2008-03-08,6,23
951,2008-03-12,1,49
951,2008-03-12,2,24
951,2008-03-12,3,39
951,2008-03-12,4,34
951,2008-03-12,5,55
951,2008-03-12,6,14
952,2008-03-15,1,54
952,2008-03-15,2,11
952,2008-03-15,3,27
952,2008-03-15,4,18
952,2008-03-15,5,2
952,2008-03-15,6,30
953,2008-03-19,1,55
953,2008-03-19,2,48
953,2008-03-19,3,1
953,2008-03-19,4,39
953,2008-03-19,5,16
953,2008-03-19,6,42
954,2008-03-22,1,8
954,2008-03-22,2,5
954,2008-03-22,3,24
954,2008-03-22,4,18
954,2008-03-22,5,57
954,2008-03-22,6,33
955,2008-03-26,1,35
955,2008-03-26,2,5
955,2008-03-26,3,32
955,2008-03-26,4,21
955,2008-03-26,5,33
955,2008-03-26,6,12
956,2008-03-29,1,46
956,2008-03-29,2,51
956,2008-03-29,3,47
956,2008-03-29,4,59
956,2008-03-29,5,54
956,2008-03-29,6,57
957,2008-04-02,1,50
957,2008-04-02,2,32
957,2008-04-02,3,25
957,2008-04-02,4,34
957,2008-04-02,5,57
957,2008-04-02,6,24
958,2008-04-05,1,13
958,2008-04-05,2,22
958,2008-04-05,3,7
958,2008-04-05,4,33
958,2008-04-05,5,51
958,2008-04-05,6,48
959,2008-04-09,1,57
959,2008-04-09,2,3
959,2008-04-09,3,5
959,2008-04-09,4,11
959,2008-04-09,5,33
959,2008-04-09,6,39
960,2008-04-12,1,34
960,2008-04-12,2,6
960,2008-04-12,3,33
960,2008-04-12,4,18
960,2008-04-12,5,53
960,2008-04-12,6,19
961,2008-04-16,1,16
961,2008-04-16,2,53
961,2008-04-16,3,2
961,2008-04-16,4,4
961,2008-04-16,5,21
961,2008-04-16,6,36
962,2008-04-19,1,2
962,2008-04-19,2,48
962,2008-04-19,3,49
962,2008-04-19,4,40
962,2008-04-19,5,55
962,2008-04-19,6,11
963,2008-04-23,1,37
963,2008-04-23,2,17
963,2008-04-23,3,15
963,2008-04-23,4,50
963,2008-04-23,5,48
963,2008-04-23,6,59
964,2008-04-26,1,42
964,2008-04-26,2,13
964,2008-04-26,3,33
964,2008-04-26,4,20
964,2008-04-26,5,8
964,2008-04-26,6,26
965,2008-04-30,1,36
965,2008-04-30,2,39
965,2008-04-30,3,57
965,2008-04-30,4,58
965,2008-04-30,5,5
965,2008-04-30,6,30
966,2008-05-03,1,1
966,2008-05-03,2,58
966,2008-05-03,3,26
966,2008-05-03,4,28
966,2008-05-03,5,4
966,2008-05-03,6,41
967,2008-05-07,1,18
967,2008-05-07,2,14
967,2008-05-07,3,57
967,2008-05-07,4,30
967,2008-05-07,5,13
967,2008-05-07,6,5
968,2008-05-10,1,30
968,2008-05-10,2,4
968,2008-05-10,3,13
968,2008-05-10,4,60
968,2008-05-10,5,51
968,2008-05-10,6,1
969,2008-05-14,1,56
969,2008-05-14,2,35
969,2008-05-14,3,50
969,2008-05-14,4,13
969,2008-05-14,5,41
969,2008-05-14,6,25
970,2008-05-17,1,57
970,2008-05-17,2,34
970,2008-05-17,3,5
970,2008-05-17,4,54
970,2008-05-17,5,28
970,2008-05-17,6,21
971,2008-05-21,1,4
971,2008-05-21,2,14
971,2008-05-21,3,33
971,2008-05-21,4,44
971,2008-05-21,5,11
971,2008-05-21,6,45
972,2008-05-24,1,33
972,2008-05-24,2,18
972,2008-05-24,3,15
972,2008-05-24,4,56
972,2008-05-24,5,31
972,2008-05-24,6,34
973,2008-05-28,1,53
973,2008-05-28,2,36
973,2008-05-28,3,8
973,2008-05-28,4,30
973,2008-05-28,5,1
973,2008-05-28,6,47
974,2008-05-31,1,45
974,2008-05-31,2,20
974,2008-05-31,3,38
974,2008-05-31,4,31
974,2008-05-31,5,16
974,2008-05-31,6,12
975,2008-06-04,1,33
975,2008-06-04,2,9
975,2008-06-04,3,37
975,2008-06-04,4,40
975,2008-06-04,5,41
975,2008-06-04,6,30
976,2008-06-07,1,28
976,2008-06-07,2,53
976,2008-06-07,3,38
976,2008-06-07,4,23
976,2008-06-07,5,14
976,2008-06-07,6,25
977,2008-06-11,1,17
977,2008-06-11,2,3
977,2008-06-11,3,9
977,2008-06-11,4,32
977,2008-06-11,5,7
977,2008-06-11,6,5
978,2008-06-14,1,42
978,2008-06-14,2,58
978,2008-06-14,3,12
978,2008-06-14,4,18
978,2008-06-14,5,16
978,2008-06-14,6,27
979,2008-06-18,1,28
979,2008-06-18,2,3
979,2008-06-18,3,39
979,2008-06-18,4,51
979,2008-06-18,5,31
979,2008-06-18,6,15
980,2008-06-21,1,35
980,2008-06-21,2,17
980,2008-06-21,3,59
980,2008-06-21,4,15
980,2008-06-21,5,36
980,2008-06-21,6,29
981,2008-06-25,1,8
981,2008-06-25,2,41
981,2008-06-25,3,53
981,2008-06-25,4,1
981,2008-06-25,5,58
981,2008-06-25,6,34
982,2008-06-28,1,12
982,2008-06-28,2,24
982,2008-06-28,3,8
982,2008-06-28,4,40
982,2008-06-28,5,43
982,2008-06-28,6,49
983,2008-07-02,1,38
983,2008-07-02,2,45
983,2008-07-02,3,40
983,2008-07-02,4,16
983,2008-07-02,5,32
983,2008-07-02,6,22
984,2008-07-05,1,46
984,2008-07-05,2,20
984,2008-07-05,3,4
984,2008-07-05,4,43
984,2008-07-05,5,47
984,2008-07-05,6,10
985,2008-07-09,1,4
985,2008-07-09,2,56
985,2008-07-09,3,18
985,2008-07-09,4,59
985,2008-07-09,5,46
985,2008-07-09,6,16
986,2008-07-12,1,32
986,2008-07-12,2,6
986,2008-07-12,3,31
986,2008-07-12,4,24
986,2008-07-12,5,15
986,2008-07-12,6,19
987,2008-07-16,1,47
987,2008-07-16,2,27
987,2008-07-16,3,13
987,2008-07-16,4,31
987,2008-07-16,5,34
987,2008-07-16,6,58
988,2008-07-19,1,48
988,2008-07-19,2,17
988,2008-07-19,3,46
988,2008-07-19,4,56
988,2008-07-19,5,60
988,2008-07-19,6,8
989,2008-07-23,1,38
989,2008-07-23,2,21
989,2008-07-23,3,27
989,2008-07-23,4,2
989,2008-07-23,5,29
989,2008-07-23,6,32
990,2008-07-26,1,29
990,2008-07-26,2,18
990,2008-07-26,3,2
990,2008-07-26,4,15
990,2008-07-26,5,10
990,2008-07-26,6,39
991,2008-07-30,1,8
991,2008-07-30,2,38
991,2008-07-30,3,60
991,2008-07-30,4,41
991,2008-07-30,5,15
991,2008-07-30,6,9
992,2008-08-02,1,6
992,2008-08-02,2,8
992,2008-08-02,3,4
992,2008-08-02,4,1
992,2008-08-02,5,25
992,2008-08-02,6,28
993,2008-08-06,1,26
993,2008-08-06,2,25
993,2008-08-06,3,42
993,2008-08-06,4,60
993,2008-08-06,5,5
993,2008-08-06,6,24
994,2008-08-09,1,44
994,2008-08-09,2,40
994,2008-08-09,3,58
994,2008-08-09,4,29
994,2008-08-09,5,3
994,2008-08-09,6,20
995,2008-08-13,1,4
995,2008-08-13,2,54
995,2008-08-13,3,55
995,2008-08-13,4,36
995,2008-08-13,5,16
995,2008-08-13,6,31
996,2008-08-16,1,21
996,2008-08-16,2,23
996,2008-08-16,3,20
996,2008-08-16,4,7
996,2008-08-16,5,29
996,2008-08-16,6,15
997,2008-08-20,1,18
997,2008-08-20,2,53
997,2008-08-20,3,55
997,2008-08-20,4,32
997,2008-08-20,5,9
997,2008-08-20,6,17
998,2008-08-23,1,28
998,2008-08-23,2,21
998,2008-08-23,3,4
998,2008-08-23,4,32
998,2008-08-23,5,3
998,2008-08-23,6,22
999,2008-08-27,1,44
999,2008-08-27,2,36
999,2008-08-27,3,55
999,2008-08-27,4,58
999,2008-08-27,5,18
999,2008-08-27,6,24
1000,2008-08-30,1,49
1000,2008-08-30,2,58
1000,2008-08-30,3,53
1000,2008-08-30,4,39
1000,2008-08-30,5,38
1000,2008-08-30,6,29
1001,2008-09-03,1,15
1001,2008-09-03,2,37
1001,2008-09-03,3,27
1001,2008-09-03,4,12
1001,2008-09-03,5,60
1001,2008-09-03,6,51
1002,2008-09-06,1,3
1002,2008-09-06,2,31
1002,2008-09-06,3,7
1002,2008-09-06,4,25
1002,2008-09-06,5,40
1002,2008-09-06,6,58
1003,2008-09-10,1,10
1003,2008-09-10,2,27
1003,2008-09-10,3,23
1003,2008-09-10,4,5
1003,2008-09-10,5,16
1003,2008-09-10,6,26
1004,2008-09-13,1,45
1004,2008-09-13,2,47
1004,2008-09-13,3,29
1004,2008-09-13,4,40
1004,2008-09-13,5,44
1004,2008-09-13,6,43
1005,2008-09-17,1,6
1005,2008-09-17,2,41
1005,2008-09-17,3,4
1005,2008-09-17,4,37
1005,2008-09-17,5,12
1005,2008-09-17,6,42
1006,2008-09-20,1,48
1006,2008-09-20,2,17
1006,2008-09-20,3,4
1006,2008-09-20,4,33
1006,2008-09-20,5,55
1006,2008-09-20,6,2
1007,2008-09-24,1,49
1007,2008-09-24,2,27
1007,2008-09-24,3,4
1007,2008-09-24,4,36
1007,2008-09-24,5,52
1007,2008-09-24,6,37
1008,2008-09-27,1,7
1008,2008-09-27,2,15
1008,2008-09-27,3,42
1008,2008-09-27,4,48
1008,2008-09-27,5,34
1008,2008-09-27,6,13
1009,2008-10-01,1,34
1009,2008-10-01,2,12
1009,2008-10-01,3,1
1009,2008-10-01,4,6
1009,2008-10-01,5,58
1009,2008-10-01,6,29
1010,2008-10-04,1,2
1010,2008-10-04,2,46
1010,2008-10-04,3,3
1010,2008-10-04,4,37
1010,2008-10-04,5,13
1010,2008-10-04,6,54
1011,2008-10-08,1,30
1011,2008-10-08,2,2
1011,2008-10-08,3,52
1011,2008-10-08,4,21
1011,2008-10-08,5,11
1011,2008-10-08,6,35
1012,2008-10-11,1,47
1012,2008-10-11,2,19
1012,2008-10-11,3,58
1012,2008-10-11,4,14
1012,2008-10-11,5,40
1012,2008-10-11,6,55
1013,2008-10-15,1,7
1013,2008-10-15,2,9
1013,2008-10-15,3,20
1013,2008-10-15,4,41
1013,2008-10-15,5,12
1013,2008-10-15,6,19
1014,2008-10-18,1,60
1014,2008-10-18,2,57
1014,2008-10-18,3,9
1014,2008-10-18,4,25
1014,2008-10-18,5,8
1014,2008-10-18,6,41
1015,2008-10-22,1,49
1015,2008-10-22,2,8
1015,2008-10-22,3,28
1015,2008-10-22,4,3
1015,2008-10-22,5,26
1015,2008-10-22,6,17
1016,2008-10-25,1,11
1016,2008-10-25,2,9
1016,2008-10-25,3,25
1016,2008-10-25,4,5
1016,2008-10-25,5,60
1016,2008-10-25,6,20
1017,2008-10-29,1,31
1017,2008-10-29,2,51
1017,2008-10-29,3,19
1017,2008-10-29,4,6
1017,2008-10-29,5,56
1017,2008-10-29,6,34
1018,2008-11-01,1,55
1018,2008-11-01,2,51
1018,2008-11-01,3,58
1018,2008-11-01,4,9
1018,2008-11-01,5,44
1018,2008-11-01,6,24
1019,2008-11-05,1,29
1019,2008-11-05,2,47
1019,2008-11-05,3,4
1019,2008-11-05,4,13
1019,2008-11-05,5,46
1019,2008-11-05,6,23
1020,2008-11-08,1,19
1020,2008-11-08,2,32
1020,2008-11-08,3,52
1020,2008-11-08,4,1
1020,2008-11-08,5,2
1020,2008-11-08,6,39
1021,2008-11-12,1,42
1021,2008-11-12,2,55
1021,2008-11-12,3,51
1021,2008-11-12,4,43
1021,2008-11-12,5,2
1021,2008-11-12,6,33
1022,2008-11-16,1,31
1022,2008-11-16,2,21
1022,2008-11-16,3,40
1022,2008-11-16,4,39
1022,2008-11-16,5,56
1022,2008-11-16,6,5
1023,2008-11-19,1,45
1023,2008-11-19,2,40
1023,2008-11-19,3,2
1023,2008-11-19,4,7
1023,2008-11-19,5,18
1023,2008-11-19,6,8
1024,2008-11-22,1,28
1024,2008-11-22,2,53
1024,2008-11-22,3,18
1024,2008-11-22,4,39
1024,2008-11-22,5,22
1024,2008-11-22,6,29
1025,2008-11-26,1,52
1025,2008-11-26,2,40
1025,2008-11-26,3,29
1025,2008-11-26,4,27
1025,2008-11-26,5,28
1025,2008-11-26,6,10
1026,2008-11-29,1,10
1026,2008-11-29,2,33
1026,2008-11-29,3,51
1026,2008-11-29,4,53
1026,2008-11-29,5,6
1026,2008-11-29,6,17
1027,2008-12-03,1,20
1027,2008-12-03,2,18
1027,2008-12-03,3,47
1027,2008-12-03,4,44
1027,2008-12-03,5,60
1027,2008-12-03,6,33
1028,2008-12-06,1,54
1028,2008-12-06,2,26
1028,2008-12-06,3,34
1028,2008-12-06,4,51
1028,2008-12-06,5,20
1028,2008-12-06,6,52
1029,2008-12-10,1,17
1029,2008-12-10,2,5
1029,2008-12-10,3,16
1029,2008-12-10,4,24
1029,2008-12-10,5,20
1029,2008-12-10,6,32
1030,2008-12-13,1,57
1030,2008-12-13,2,8
1030,2008-12-13,3,54
1030,2008-12-13,4,1
1030,2008-12-13,5,23
1030,2008-12-13,6,37
1031,2008-12-17,1,49
1031,2008-12-17,2,33
1031,2008-12-17,3,24
1031,2008-12-17,4,40
1031,2008-12-17,5,46
1031,2008-12-17,6,43
1032,2008-12-20,1,57
1032,2008-12-20,2,43
1032,2008-12-20,3,15
1032,2008-12-20,4,29
1032,2008-12-20,5,26
1032,2008-12-20,6,16
1033,2008-12-24,1,39
1033,2008-12-24,2,6
1033,2008-12-24,3,5
1033,2008-12-24,4,33
1033,2008-12-24,5,54
1033,2008-12-24,6,17
1034,2008-12-27,1,20
1034,2008-12-27,2,42
1034,2008-12-27,3,1
1034,2008-12-27,4,3
1034,2008-12-27,5,49
1034,2008-12-27,6,18
1035,2008-12-31,1,51
1035,2008-12-31,2,60
1035,2008-12-31,3,1
1035,2008-12-31,4,11
1035,2008-12-31,5,59
1035,2008-12-31,6,26
1036,2009-01-03,1,27
1036,2009-01-03,2,39
1036,2009-01-03,3,36
1036,2009-01-03,4,10
1036,2009-01-03,5,41
1036,2009-01-03,6,52
1037,2009-01-07,1,56
1037,2009-01-07,2,36
1037,2009-01-07,3,4
1037,2009-01-07,4,44
1037,2009-01-07,5,46
1037,2009-01-07,6,53
1038,2009-01-10,1,51
1038,2009-01-10,2,7
1038,2009-01-10,3,6
1038,2009-01-10,4,28
1038,2009-01-10,5,35
1038,2009-01-10,6,43
1039,2009-01-14,1,52
1039,2009-01-14,2,2
1039,2009-01-14,3,20
1039,2009-01-14,4,27
1039,2009-01-14,5,36
1039,2009-01-14,6,24
1040,2009-01-17,1,44
1040,2009-01-17,2,1
1040,2009-01-17,3,28
1040,2009-01-17,4,55
1040,2009-01-17,5,6
1040,2009-01-17,6,39
1041,2009-01-21,1,12
1041,2009-01-21,2,10
1041,2009-01-21,3,36
1041,2009-01-21,4,54
1041,2009-01-21,5,44
1041,2009-01-21,6,57
1042,2009-01-24,1,25
1042,2009-01-24,2,46
1042,2009-01-24,3,51
1042,2009-01-24,4,18
1042,2009-01-24,5,13
1042,2009-01-24,6,30
1043,2009-01-28,1,25
1043,2009-01-28,2,14
1043,2009-01-28,3,51
1043,2009-01-28,4,48
1043,2009-01-28,5,60
1043,2009-01-28,6,21
1044,2009-01-31,1,58
1044,2009-01-31,2,10
1044,2009-01-31,3,39
1044,2009-01-31,4,11
1044,2009-01-31,5,13
1044,2009-01-31,6,35
1045,2009-02-04,1,31
1045,2009-02-04,2,6
1045,2009-02-04,3,5
1045,2009-02-04,4,17
1045,2009-02-04,5,50
1045,2009-02-04,6,1
1046,2009-02-07,1,57
1046,2009-02-07,2,40
1046,2009-02-07,3,28
1046,2009-02-07,4,42
1046,2009-02-07,5,54
1046,2009-02-07,6,55
1047,2009-02-11,1,1
1047,2009-02-11,2,2
1047,2009-02-11,3,10
1047,2009-02-11,4,48
1047,2009-02-11,5,14
1047,2009-02-11,6,8
1048,2009-02-14,1,57
1048,2009-02-14,2,3
1048,2009-02-14,3,38
1048,2009-02-14,4,21
1048,2009-02-14,5,28
1048,2009-02-14,6,16
1049,2009-02-18,1,34
1049,2009-02-18,2,17
1049,2009-02-18,3,52
1049,2009-02-18,4,5
1049,2009-02-18,5,2
1049,2009-02-18,6,29
1050,2009-02-21,1,60
1050,2009-02-21,2,14
1050,2009-02-21,3,45
1050,2009-02-21,4,24
1050,2009-02-21,5,33
1050,2009-02-21,6,26
1051,2009-02-25,1,57
1051,2009-02-25,2,11
1051,2009-02-25,3,7
1051,2009-02-25,4,43
1051,2009-02-25,5,10
1051,2009-02-25,6,13
1052,2009-02-28,1,8
1052,2009-02-28,2,11
1052,2009-02-28,3,16
1052,2009-02-28,4,15
1052,2009-02-28,5,57
1052,2009-02-28,6,52
1053,2009-03-04,1,15
1053,2009-03-04,2,42
1053,2009-03-04,3,27
1053,2009-03-04,4,53
1053,2009-03-04,5,34
1053,2009-03-04,6,49
1054,2009-03-07,1,41
1054,2009-03-07,2,27
1054,2009-03-07,3,13
1054,2009-03-07,4,60
1054,2009-03-07,5,14
1054,2009-03-07,6,18
1055,2009-03-11,1,27
1055,2009-03-11,2,32
1055,2009-03-11,3,15
1055,2009-03-11,4,12
1055,2009-03-11,5,20
1055,2009-03-11,6,16
1056,2009-03-14,1,38
1056,2009-03-14,2,8
1056,2009-03-14,3,50
1056,2009-03-14,4,53
1056,2009-03-14,5,59
1056,2009-03-14,6,6
1057,2009-03-18,1,15
1057,2009-03-18,2,49
1057,2009-03-18,3,59
1057,2009-03-18,4,4
1057,2009-03-18,5,3
1057,2009-03-18,6,2
1058,2009-03-21,1,20
1058,2009-03-21,2,51
1058,2009-03-21,3,57
1058,2009-03-21,4,45
1058,2009-03-21,5,24
1058,2009-03-21,6,18
1059,2009-03-25,1,37
1059,2009-03-25,2,1
1059,2009-03-25,3,14
1059,2009-03-25,4,45
1059,2009-03-25,5,12
1059,2009-03-25,6,16
1060,2009-03-28,1,1
1060,2009-03-28,2,41
1060,2009-03-28,3,3
1060,2009-03-28,4,18
1060,2009-03-28,5,16
1060,2009-03-28,6,42
1061,2009-04-01,1,9
1061,2009-04-01,2,41
1061,2009-04-01,3,56
1061,2009-04-01,4,23
1061,2009-04-01,5,21
1061,2009-04-01,6,30
1062,2009-04-04,1,55
1062,2009-04-04,2,8
1062,2009-04-04,3,2
1062,2009-04-04,4,37
1062,2009-04-04,5,23
1062,2009-04-04,6,33
1063,2009-04-08,1,49
1063,2009-04-08,2,1
1063,2009-04-08,3,22
1063,2009-04-08,4,47
1063,2009-04-08,5,44
1063,2009-04-08,6,50
1064,2009-04-11,1,28
1064,2009-04-11,2,4
1064,2009-04-11,3,19
1064,2009-04-11,4,16
1064,2009-04-11,5,49
1064,2009-04-11,6,29
1065,2009-04-15,1,7
1065,2009-04-15,2,57
1065,2009-04-15,3,19
1065,2009-04-15,4,43
1065,2009-04-15,5,39
1065,2009-04-15,6,30
1066,2009-04-18,1,10
1066,2009-04-18,2,43
1066,2009-04-18,3,49
1066,2009-04-18,4,32
1066,2009-04-18,5,25
1066,2009-04-18,6,6
1067,2009-04-22,1,14
1067,2009-04-22,2,10
1067,2009-04-22,3,56
1067,2009-04-22,4,25
1067,2009-04-22,5,4
1067,2009-04-22,6,28
1068,2009-04-25,1,44
1068,2009-04-25,2,48
1068,2009-04-25,3,25
1068,2009-04-25,4,57
1068,2009-04-25,5,27
1068,2009-04-25,6,47
1069,2009-04-29,1,28
1069,2009-04-29,2,17
1069,2009-04-29,3,49
1069,2009-04-29,4,53
1069,2009-04-29,5,45
1069,2009-04-29,6,9
1070,2009-05-02,1,41
1070,2009-05-02,2,53
